2455197.520833	2010	1	2010.0000571	1.333	0.811	1.000	1.9643e-01	1.4347e-01	1.6388e-01	1.8063e-01	1.0689e-01	1.2798e-01	8.4347e-02	1.4805e-01	9.7730e-02
2455197.562500	2010	1	2010.0001712	1.333	0.807	1.000	1.8895e-01	1.6391e-01	1.6571e-01	1.7356e-01	1.0755e-01	1.4857e-01	8.8600e-02	1.4974e-01	9.7450e-02
2455197.604166	2010	1	2010.0002854	1.333	0.809	1.000	2.0659e-01	1.8625e-01	1.7181e-01	1.9084e-01	1.0909e-01	1.7063e-01	9.1122e-02	1.5576e-01	9.6660e-02
2455197.645833	2010	1	2010.0003995	1.333	0.808	1.000	1.8221e-01	1.9057e-01	1.7637e-01	1.6703e-01	9.8013e-02	1.7502e-01	9.1575e-02	1.6037e-01	9.4659e-02
2455197.687500	2010	1	2010.0005137	1.333	0.808	1.000	1.5865e-01	1.7360e-01	1.6053e-01	1.4272e-01	1.0151e-01	1.5824e-01	8.9295e-02	1.4439e-01	9.3171e-02
2455197.729166	2010	1	2010.0006279	1.333	0.809	1.000	2.0481e-01	1.7862e-01	1.5464e-01	1.8923e-01	1.1120e-01	1.6344e-01	9.0253e-02	1.3849e-01	9.3727e-02
2455197.770833	2010	1	2010.0007420	1.333	0.807	1.000	1.8355e-01	1.6953e-01	1.8302e-01	1.6819e-01	9.5675e-02	1.5397e-01	8.9850e-02	1.6711e-01	9.4738e-02
2455197.812500	2010	1	2010.0008562	1.333	0.811	1.000	1.9840e-01	1.9580e-01	1.8580e-01	1.8297e-01	1.0987e-01	1.8049e-01	9.4734e-02	1.6984e-01	9.3481e-02
2455197.854166	2010	1	2010.0009703	1.333	0.805	1.000	1.7117e-01	1.6565e-01	1.5880e-01	1.5549e-01	9.8356e-02	1.5029e-01	8.9669e-02	1.4259e-01	9.2937e-02
2455197.895833	2010	1	2010.0010845	1.333	0.812	1.000	1.7536e-01	1.6562e-01	1.6707e-01	1.5988e-01	1.0006e-01	1.5031e-01	8.9353e-02	1.5110e-01	9.9491e-02
2455197.937500	2010	1	2010.0011986	1.333	0.804	1.000	1.9994e-01	1.5823e-01	1.5410e-01	1.8446e-01	1.0639e-01	1.4320e-01	8.8332e-02	1.3804e-01	9.1214e-02
2455197.979166	2010	1	2010.0013128	1.333	0.813	1.000	1.8290e-01	1.6748e-01	1.8030e-01	1.6705e-01	1.0370e-01	1.5159e-01	9.0855e-02	1.6413e-01	9.7145e-02
2455198.020833	2010	1	2010.0014269	1.333	0.803	1.000	1.8146e-01	1.6469e-01	1.8319e-01	1.6616e-01	1.0754e-01	1.4952e-01	9.2010e-02	1.6731e-01	9.7988e-02
2455198.062500	2010	1	2010.0015411	1.333	0.814	1.000	1.7831e-01	1.8483e-01	1.5862e-01	1.6295e-01	1.0154e-01	1.6961e-01	1.0063e-01	1.4275e-01	1.0010e-01
2455198.104166	2010	1	2010.0016553	1.333	0.803	1.000	2.0837e-01	1.5908e-01	1.6144e-01	1.9264e-01	1.0569e-01	1.4409e-01	8.8479e-02	1.4593e-01	9.9445e-02
