2456309.562500	2013	17	2013.0440068	1.333	0.830	1.000	1.1643e-01	1.0708e-01	1.2360e-01	1.0809e-01	6.4153e-02	9.8217e-02	5.8074e-02	1.1396e-01	6.1026e-02
2456309.604166	2013	17	2013.0441210	1.333	0.706	1.000	1.3526e-01	9.1025e-02	1.0177e-01	1.2725e-01	6.3177e-02	8.2813e-02	5.2208e-02	9.3373e-02	5.8069e-02
2456309.645833	2013	17	2013.0442352	1.333	0.829	1.000	1.7276e-01	1.1056e-01	1.1755e-01	1.7327e-01	7.7562e-02	1.0116e-01	5.8511e-02	1.0836e-01	5.7408e-02
2456309.687500	2013	17	2013.0443493	1.333	0.706	1.000	9.4962e-02	1.0863e-01	1.0235e-01	8.8629e-02	6.1986e-02	1.0008e-01	6.0517e-02	9.3615e-02	5.5652e-02
2456309.729166	2013	17	2013.0444635	1.333	0.827	1.000	1.6818e-01	1.0990e-01	1.0804e-01	1.6768e-01	7.9514e-02	1.0075e-01	5.5086e-02	9.8414e-02	6.1420e-02
2456309.770833	2013	17	2013.0445776	1.333	0.707	1.000	1.4336e-01	9.9927e-02	8.3649e-02	1.4005e-01	6.8834e-02	9.1679e-02	5.4253e-02	7.4954e-02	5.3557e-02
2456309.812500	2013	17	2013.0446918	1.333	0.825	1.000	1.6873e-01	1.0102e-01	1.0981e-01	1.7018e-01	7.5208e-02	9.1961e-02	5.6967e-02	1.0080e-01	5.9671e-02
2456309.854166	2013	17	2013.0448059	1.333	0.707	1.000	1.2111e-01	9.2335e-02	1.0143e-01	1.1626e-01	6.2565e-02	8.4055e-02	5.1212e-02	9.2740e-02	5.9610e-02
2456309.895833	2013	17	2013.0449201	1.333	0.821	1.000	1.5328e-01	1.1622e-01	1.0513e-01	1.5021e-01	7.4638e-02	1.0732e-01	5.9172e-02	9.6036e-02	5.5695e-02
2456309.937500	2013	17	2013.0450342	1.333	0.708	1.000	1.3106e-01	9.4745e-02	1.1353e-01	1.2831e-01	6.7329e-02	8.6535e-02	5.2144e-02	1.0518e-01	5.3721e-02
