2456293.520833	2013	1	2013.0000571	1.333	0.784	1.000	1.0355e-01	1.0006e-01	1.0470e-01	9.4858e-02	5.9233e-02	9.1369e-02	5.4649e-02	9.5661e-02	5.4687e-02
2456293.562500	2013	1	2013.0001712	1.333	0.720	1.000	1.1337e-01	9.2794e-02	1.1405e-01	1.0510e-01	5.5290e-02	8.4398e-02	5.5899e-02	1.0546e-01	5.9030e-02
2456293.604166	2013	1	2013.0002854	1.333	0.790	1.000	1.0149e-01	1.0692e-01	1.0825e-01	9.2975e-02	6.1135e-02	9.8325e-02	5.7721e-02	9.9258e-02	5.4726e-02
2456293.645833	2013	1	2013.0003995	1.333	0.717	1.000	9.9308e-02	9.7787e-02	9.1457e-02	9.1260e-02	6.0024e-02	8.9437e-02	5.2968e-02	8.2743e-02	5.2886e-02
2456293.687500	2013	1	2013.0005137	1.333	0.796	1.000	1.1226e-01	1.0585e-01	1.1350e-01	1.0335e-01	6.3307e-02	9.7148e-02	5.7173e-02	1.0413e-01	5.8549e-02
2456293.729166	2013	1	2013.0006279	1.333	0.715	1.000	9.1460e-02	8.6065e-02	1.0267e-01	8.3487e-02	5.2385e-02	7.7846e-02	4.9826e-02	9.4291e-02	5.5422e-02
2456293.770833	2013	1	2013.0007420	1.333	0.802	1.000	9.6612e-02	1.1115e-01	1.0355e-01	8.7665e-02	5.6198e-02	1.0254e-01	5.4958e-02	9.4512e-02	5.7839e-02
2456293.812500	2013	1	2013.0008562	1.333	0.713	1.000	1.0471e-01	1.0247e-01	9.0650e-02	9.6458e-02	6.1980e-02	9.4238e-02	5.2034e-02	8.2177e-02	5.5945e-02
2456293.854166	2013	1	2013.0009703	1.333	0.807	1.000	1.2672e-01	1.0163e-01	1.0994e-01	1.1802e-01	5.9794e-02	9.2774e-02	5.3864e-02	1.0054e-01	5.4266e-02
2456293.895833	2013	1	2013.0010845	1.333	0.712	1.000	1.1733e-01	9.7422e-02	9.7910e-02	1.0928e-01	5.9961e-02	8.8968e-02	5.6287e-02	8.9409e-02	5.8914e-02
2456293.937500	2013	1	2013.0011986	1.333	0.812	1.000	1.0987e-01	1.1578e-01	9.5812e-02	1.0126e-01	5.7716e-02	1.0682e-01	5.8370e-02	8.6677e-02	5.9586e-02
2456293.979166	2013	1	2013.0013128	1.333	0.710	1.000	1.1193e-01	1.0195e-01	9.2496e-02	1.0388e-01	6.0841e-02	9.3678e-02	5.7178e-02	8.4016e-02	5.1731e-02
2456294.020833	2013	1	2013.0014269	1.333	0.817	1.000	1.1844e-01	1.2995e-01	1.0386e-01	1.0959e-01	5.6414e-02	1.2094e-01	5.3868e-02	9.4149e-02	5.7357e-02
2456294.062500	2013	1	2013.0015411	1.333	0.709	1.000	9.3911e-02	8.6456e-02	1.0215e-01	8.5631e-02	6.1625e-02	7.8324e-02	5.2729e-02	9.3795e-02	5.3652e-02
2456294.104166	2013	1	2013.0016553	1.333	0.820	1.000	1.1359e-01	1.0857e-01	1.0974e-01	1.0453e-01	6.7452e-02	9.9635e-02	5.4246e-02	1.0030e-01	6.4674e-02
2456294.145833	2013	1	2013.0017694	1.333	0.708	1.000	8.6360e-02	1.0768e-01	1.0935e-01	7.8211e-02	5.0612e-02	9.9618e-02	5.3222e-02	1.0108e-01	6.2131e-02
2456294.187500	2013	1	2013.0018836	1.333	0.823	1.000	9.7071e-02	1.0133e-01	8.8688e-02	8.8164e-02	6.3344e-02	9.2500e-02	5.7089e-02	7.9486e-02	6.0915e-02
2456294.229166	2013	1	2013.0019977	1.333	0.707	1.000	1.1300e-01	8.8978e-02	1.0504e-01	1.0489e-01	5.9341e-02	8.0749e-02	4.9916e-02	9.6389e-02	5.2556e-02
2456294.270833	2013	1	2013.0021119	1.333	0.826	1.000	1.0510e-01	9.7806e-02	1.0851e-01	9.6223e-02	5.9597e-02	8.8650e-02	6.1243e-02	9.9054e-02	5.9412e-02
2456294.312500	2013	1	2013.0022260	1.333	0.707	1.000	9.7311e-02	1.1501e-01	1.1397e-01	8.9207e-02	6.1131e-02	1.0690e-01	5.4682e-02	1.0560e-01	5.4534e-02
2456294.354166	2013	1	2013.0023402	1.333	0.827	1.000	1.2459e-01	1.0047e-01	1.1104e-01	1.1534e-01	6.4044e-02	9.1458e-02	5.7433e-02	1.0180e-01	5.9056e-02
2456294.395833	2013	1	2013.0024543	1.333	0.707	1.000	1.1265e-01	9.6964e-02	1.0911e-01	1.0432e-01	5.6969e-02	8.8719e-02	5.2919e-02	1.0046e-01	5.7114e-02
2456294.437500	2013	1	2013.0025685	1.333	0.827	1.000	1.1111e-01	9.9059e-02	9.5616e-02	1.0219e-01	6.1839e-02	8.9917e-02	5.3792e-02	8.6171e-02	5.3255e-02
2456294.479166	2013	1	2013.0026826	1.333	0.707	1.000	1.0816e-01	9.8669e-02	8.5649e-02	1.0002e-01	5.6071e-02	9.0682e-02	5.4495e-02	7.7321e-02	5.5948e-02
2456294.520833	2013	2	2013.0027968	1.333	0.827	1.000	1.2987e-01	9.2591e-02	1.0097e-01	1.2083e-01	7.4352e-02	8.3503e-02	5.7767e-02	9.1479e-02	6.1669e-02
2456294.562500	2013	2	2013.0029110	1.333	0.707	1.000	1.0919e-01	1.0003e-01	8.9086e-02	1.0102e-01	5.9138e-02	9.2117e-02	5.2402e-02	8.0423e-02	5.7261e-02
2456294.604166	2013	2	2013.0030251	1.333	0.825	1.000	1.3839e-01	1.1067e-01	1.1237e-01	1.2898e-01	6.8583e-02	1.0164e-01	5.9797e-02	1.0323e-01	5.9573e-02
2456294.645833	2013	2	2013.0031393	1.333	0.707	1.000	1.0987e-01	9.4733e-02	9.7573e-02	1.0167e-01	5.8059e-02	8.6656e-02	5.3615e-02	8.9141e-02	5.4035e-02
2456294.687500	2013	2	2013.0032534	1.333	0.823	1.000	1.0955e-01	1.1698e-01	1.0731e-01	1.0047e-01	6.0465e-02	1.0766e-01	5.6595e-02	9.8083e-02	6.4609e-02
2456294.729166	2013	2	2013.0033676	1.333	0.708	1.000	1.0441e-01	1.0219e-01	9.5999e-02	9.6390e-02	5.8175e-02	9.3953e-02	5.1529e-02	8.7528e-02	5.9371e-02
